price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,h_age
1655000,4,3.5,3080,4815,2,3,84
535000,2,1,1040,5527,1,3,70
540000,4,4.25,1960,3565,2,3,81
525000,5,3,2750,3800,1.5,5,95
570000,3,1.75,1930,36210,1,3,44
569950,5,4.5,4850,40902,2,3,20
283200,4,2.5,1982,6406,2,3,17
1100000,3,2.75,2640,4050,1.5,5,95
830000,4,2.5,1850,50662,1,3,43
495000,4,2.25,1940,9144,1,4,65
292050,5,3,2840,7199,1,3,18
415000,5,1.5,1900,10226,1,3,60
295832,5,1,1410,6400,1,5,66
450000,4,2.5,2520,8515,2,3,22
1381000,4,3.75,3160,9525,2.5,3,24
857000,4,3,3720,29043,2,3,30
499950,3,3.5,1820,1501,2,3,7
465000,3,2,1560,8640,1,5,54
329000,3,1,1600,5952,1,4,57
475000,3,2,1230,11502,1,4,37
255000,3,1,960,8100,1,3,66
435000,3,1,1270,4000,1.5,3,93
685000,3,2.5,2810,7700,2,3,20
715000,2,2.5,2160,5581,1,3,19
780000,3,3,2520,2152,1.5,3,96
345000,2,1.5,1180,844,2,3,16
355000,4,2.25,1810,4970,2,3,18
282000,3,2.5,1680,15711,1,3,27
244000,3,1,910,5250,1,4,50
967500,3,3.75,3250,5797,2,4,70
375000,3,1.5,2000,7294,1,3,56
1600000,3,3.25,3790,19000,2,3,36
527500,3,1.75,2310,78844,1,3,44
994000,3,2.25,2510,6339,1.5,5,89
313000,3,1.75,1320,6205,1,5,73
587000,3,2.25,2370,217800,2,3,42
304000,3,1,900,7500,1,4,49
675000,3,2.5,2540,7680,2,4,81
305000,4,1,2100,9288,1,4,53
280000,3,1,1200,6250,1,3,78
960000,5,4,3720,15200,2,3,16
500000,3,2.25,1760,4539,2,3,33
274950,3,1.75,1670,7415,1,3,34
455600,3,2.5,2420,8252,2,3,23
970000,5,3,3480,15185,2,4,57
312900,4,2.5,1630,4473,2,3,18
535000,4,2.5,2340,5600,2,3,100
427000,2,1,920,3780,1,3,111
405000,2,1,910,6490,1,3,79
480000,3,1,1150,4945,1,3,78
725000,3,1.5,2500,4774,1.5,3,81
293000,4,2.5,3250,235063,1,3,48
268000,4,2,1930,6600,1,4,54
475000,4,3.5,3400,234352,2,3,30
488000,3,2.5,1590,2550,3,3,36
760000,4,2.5,3330,7399,2,3,12
1710000,5,4.5,4590,14685,2,3,12
754950,3,2.5,2610,7256,2,3,7
263900,3,2.5,1658,2700,2,3,7
460000,3,3.5,1600,1431,2,3,15
399950,3,3,1296,1051,3,3,12
370000,2,2.25,1280,835,2,3,12
1149000,4,3,5940,11533,2,3,17
450800,4,3.25,2510,5311,2,3,12
627000,3,3.5,2710,3475,2,3,16
495000,3,2.5,1750,1548,3,3,8
310000,3,1,1430,19901,1.5,4,94
550000,4,1,1660,34848,1,1,88
215000,2,1,1320,8865,1,4,78
799000,4,3,2580,209523,2,3,37
630000,4,2.5,2740,43101,2,3,28
267000,3,2.5,2495,4400,2,3,14
900000,6,2.75,2300,24773,1.5,4,71
365000,3,1.5,1300,12240,1,3,58
544500,4,2.5,2230,10414,1,5,47
599000,4,2.75,2020,2750,1,3,104
815000,4,2.25,2000,3800,2,3,20
254000,2,1,1060,8187,1,4,69
740000,2,1.75,2080,4800,1,5,98
225000,3,2,2030,24829,1,4,42
925000,3,2.5,2690,7000,2,5,78
1285000,4,2.5,3240,10800,1,3,75
537000,3,2.5,1550,12920,2,5,22
335000,4,2,1480,3132,1,5,111
840000,4,2.75,3040,2800,2,3,115
224000,3,1.5,1560,7300,1,4,57
395000,3,2.5,2250,3757,2,3,15
450000,3,1,1100,4600,1,3,104
681000,3,1,1700,6356,1.5,3,114
898000,5,1.5,2680,28014,1,4,58
370000,3,1,800,2296,1,4,113
429000,2,1.75,1350,6315,1,3,16
150000,3,1,820,7680,1.5,3,111
555000,3,2.5,3160,4270,2,3,15
326000,3,2.75,1720,28000,1,4,63
225000,3,2.5,1680,6755,2,3,27
245100,3,1.75,1300,7958,1,3,25
665000,3,2.5,2190,10370,2,3,34
535000,3,2.5,1720,4006,2,3,27
305000,3,1,1160,11776,1,3,53
999000,7,4,3150,34830,1,3,64
215000,3,1.75,1210,8075,1,4,38
432500,3,1.75,1980,5100,1,3,56
655000,4,2.5,2990,5669,2,3,18
266200,3,1.5,1430,9600,1,4,55
244615,3,2.5,2060,4030,2,3,22
460000,4,3,2230,52983,2,3,30
370000,4,2.5,3090,18645,2,3,26
465000,6,3.25,4250,23326,1,3,54
1175000,3,2.5,1970,23180,1,3,84
189000,2,2,1700,3171,1,5,94
820000,3,2.5,2510,5503,2,3,26
968000,6,2.75,3610,17580,1,5,62
1400000,4,3.25,2980,7000,2,3,121
438750,3,1.75,1610,6480,1,4,74
1210000,4,2.75,3650,6982,2,4,70
600000,4,2,2510,38141,1,3,61
589000,3,1,1110,6000,1.5,5,89
590000,3,2,1650,6150,2,4,95
479900,3,2,1980,12150,1,3,27
210000,2,1.5,880,1157,2,3,14
745000,3,1.75,1490,9800,1,4,74
840500,3,2,2520,5400,1.5,4,115
420000,3,1.75,1820,22320,1,3,44
565000,7,4.5,4140,9066,1,3,43
840000,4,2.5,3420,8405,2,3,21
681716,4,2.5,3150,7277,2,3,15
600000,3,1.75,1580,7416,1,3,54
380000,3,2,1660,8281,1,3,72
168500,3,1,1100,10125,1,3,52
355000,2,1,1270,3200,1,4,101
277000,4,1,1450,6250,1,3,57
236000,4,2.25,1830,9485,1,4,32
270000,3,1.75,1300,4127,1,4,103
700000,2,1.75,2320,5500,1.5,3,96
425000,4,2.75,1680,9545,1,4,42
635000,3,2.5,2300,5500,1.5,4,100
510250,3,1.75,1400,4000,1,3,70
960000,4,2.25,2410,4560,2,5,92
254000,3,2,1480,7480,1,4,29
299000,3,1,1390,9624,1.5,4,67
175000,2,1,830,2699,1,3,25
157500,2,1,740,9003,1,3,72
580000,5,2,1940,6000,1,5,76
124740,3,1,1340,15600,1,4,43
1970000,8,3.5,4440,6480,2,5,62
285000,2,1,800,6240,1,3,67
242000,3,1.75,1310,9645,1,3,42
840000,4,1.75,2330,4000,2,5,97
474800,2,3.25,1400,1243,3,3,21
490000,4,2.5,2360,4367,2,3,18
465000,3,2.25,1840,5752,2,3,18
515000,4,2.5,2680,7178,2,3,17
430000,3,3.75,3890,7140,1,3,78
253400,3,2,1400,8640,1,5,53
355000,3,2.5,2400,9701,1,3,31
740000,4,2.25,2920,46355,2,4,23
186950,2,2,1390,1302,2,3,35
306000,3,2.5,1680,11193,2,3,37
510000,4,1.5,2040,8800,1,4,60
345000,2,1,1080,4000,1,3,81
875000,3,2.75,2280,4280,1,5,104
700000,4,3.5,4490,5099,2,3,15
1400000,4,3.25,4700,9160,1,3,16
499950,4,2.5,2798,4473,2,3,9
739000,3,2.5,2810,5400,2,3,16
363000,4,2.5,3753,7204,2,3,13
782000,4,3.5,3910,8095,2,3,14
325000,2,2.5,1050,1609,2,3,16
485000,4,1,1600,4300,1.5,4,105
452000,4,2.25,2590,10002,1,4,53
264950,4,2.25,1720,9753,1,4,43
472000,6,2.5,4410,14034,1,4,56
267500,3,1.75,1590,11914,1,3,64
565000,4,2.5,2440,22594,2,3,25
535000,3,2.5,1360,1016,3,3,18
389000,2,1,910,7000,1,3,69
400000,4,1.5,1390,7200,1,3,56
264000,3,1.5,1470,14821,1,4,63
690000,4,2.5,2920,9904,2,4,31
412000,3,1.75,1950,52256,1,4,36
695000,3,2.5,2390,4555,2,3,15
246500,3,1.5,1270,11600,1,4,57
230000,2,1,950,7560,1,3,63
302000,2,1,900,423838,1,5,96
820000,4,2.25,2280,6660,1.5,3,81
145000,3,1,1010,5490,1,3,67
436500,2,1,1260,5000,1,3,70
2453500,4,3.5,4730,13586,1.5,5,86
672000,3,2.5,2620,21587,2,3,29
680000,3,2.25,2330,4000,1.5,5,94
750500,5,3,2170,2440,1.5,4,110
550000,5,2,2450,9488,1,4,121
266500,4,1.75,1880,7632,1,4,43
619000,4,2,2300,3400,1.5,5,106
405000,3,2,1240,14404,1,3,33
300000,2,1,820,3844,1,4,105
231000,4,2,1530,6375,2,3,79
790000,5,3.25,2900,12160,1,4,54
400000,4,2.75,1240,3867,1,3,34
950000,4,3.5,4140,13392,2,3,21
450000,4,2,2240,7725,1,5,65
595000,3,2,1480,5000,1,4,93
332000,3,2.25,2270,8876,1,3,44
155000,3,1,1250,6250,1,2,72
400000,5,2,1930,9747,1,4,59
349000,4,1.75,1700,7800,1,5,40
529000,3,1,1590,6420,1,3,77
405000,5,1.75,1880,10000,1,3,58
635200,4,1.75,1640,4240,1,5,100
540000,3,1.5,2600,5085,1,4,81
402000,2,1,710,1173,2,4,78
3100000,6,4.25,6980,15682,3,4,22
329932,3,1.5,1460,5040,1,3,50
300000,3,2.5,2080,9827,2,3,32
525000,5,2.5,2630,9216,2,3,18
2750000,4,3.25,4430,21000,2,3,69
602500,4,2.5,2760,6850,2,3,22
400000,4,2,1670,12056,1,3,66
445000,4,1.75,1990,4725,1.5,4,77
525000,3,3,2600,5238,1.5,3,32
395000,2,1,1320,1824,1.5,4,112
510000,3,1.5,2240,3800,2,3,92
723000,4,2.25,1960,8680,1,4,62
503000,3,2,2590,108900,2,3,33
672500,4,2.75,2620,6707,2,3,21
860000,3,2.5,2770,9136,2,3,30
475300,3,1,2110,10005,1,5,97
295000,4,2.5,2290,4539,2,3,20
1425000,4,4.25,4960,6000,2.5,3,112
250000,2,1,1110,26051,1,3,70
658000,4,2.75,3310,6166,2,3,13
83000,2,1,900,8580,1,3,103
685000,3,1.75,1940,7313,1,4,61
210000,3,1.75,1590,7617,2,3,35
650880,3,2.5,2930,6050,2,3,13
350000,4,2.5,2040,22653,2,3,10
305000,2,2.25,1000,905,3,3,15
645000,3,3.25,1730,1229,2,3,13
385000,3,1,1220,4800,1,3,120
860000,3,2.25,3060,12095,2,3,38
395000,4,2.5,2910,5000,2,3,19
260000,3,1.75,1050,5850,1,3,41
196440,3,2,1560,7352,1,3,29
425000,3,1.75,1680,3000,1,4,121
2400000,4,3.25,4140,20734,1,3,44
369000,3,2,1550,8509,1,3,62
1385000,6,2.75,5700,20000,1,4,44
349900,3,2.5,2200,7278,2,3,31
650000,2,2.5,1740,2500,2,3,27
299950,3,1,1210,9525,1,3,66
625000,4,3.25,4240,25639,2,3,32
190000,3,2.25,1590,11745,1,3,43
715000,4,1.75,3420,7200,1,5,74
659000,4,2.5,3190,11375,1,5,75
490000,3,1.75,1920,5405,1,4,74
415000,2,1.75,1340,4664,1,3,17
750000,3,1.75,1700,8400,1,3,74
700000,4,2.5,2310,3570,1.5,3,94
425000,3,1.75,1510,44000,1,3,32
642000,3,2.5,2670,10082,1,3,34
655000,4,2.25,2060,8470,1,3,38
1365000,3,2.5,2090,6000,1.5,4,93
458000,5,2.5,3090,23265,1,3,64
330000,2,2.5,1240,1546,2,3,14
384950,3,2.5,1860,3690,2,3,21
560000,3,1.5,2000,7350,1,3,68
950000,4,1.75,2500,92347,1,4,51
465000,4,2.25,1820,20349,1,5,44
425000,3,2.25,1820,8058,1,3,47
315000,3,2,1060,5750,1,3,40
530000,3,2.5,1950,9906,2,3,33
399000,2,1,940,4800,1,4,110
168000,2,1.5,1220,3568,1.5,4,45
1886700,5,3.5,4180,17935,2,3,17
374000,3,1,1200,9800,1,4,50
740000,5,3.75,3990,18897,2,3,84
280000,2,1,1880,7560,1,3,102
322000,4,2.5,2280,7200,2,3,27
459900,3,1.75,2580,11000,1,4,70
750000,4,2.75,2600,4674,1,3,45
1256500,4,2.5,3150,13700,2,4,55
3710000,4,3.5,5550,28078,2,4,21
427000,5,2.75,2220,4000,1,3,48
800000,2,2.25,1730,31491,2,4,74
735000,4,3,2840,4120,1.5,4,90
642000,4,2.5,2560,8780,2,3,29
240000,3,2,1330,6000,1,4,121
645500,2,1,1890,5202,1.5,4,112
840000,7,4.5,4290,37607,1.5,5,39
475000,2,2,1540,54450,2,3,38
568000,4,2,2340,50233,1,4,55
325000,3,1.75,2180,10230,1,4,60
825500,3,2.5,2780,11964,2,3,12
499431,4,2.75,2620,6019,2,3,8
919204,4,3.5,3760,5000,2,3,7
545000,4,2.5,2720,4738,2,3,9
660000,3,2.25,2675,40910,2,3,37
538888,5,2.75,2080,13189,2,3,34
693000,3,2.5,2460,12028,2,3,25
289950,3,2.5,1960,3480,2,3,17
587000,4,2.5,2550,6256,2,3,29
615000,3,2.25,1760,1146,3,3,7
459000,3,1.75,1620,7330,1,4,47
243000,3,1.75,1790,12000,1,3,61
1505000,4,3.5,3480,7232,2,3,95
660000,4,1.75,2780,9900,2,4,43
1595000,5,3,3640,8239,2,3,39
250000,1,1,750,4000,1,3,103
315000,3,1,960,6634,1,3,69
404000,3,1.5,2030,8880,1,3,58
559900,3,2.75,2930,5569,1,3,17
285000,2,2.5,1380,1073,2,3,10
500000,3,2,1720,5525,1,5,80
380000,2,1,1210,4800,1,3,71
469000,3,1,950,4250,1.5,5,73
405000,2,1.75,1710,4234,2,3,101
439900,2,2,1410,12282,1.5,5,112
525000,4,2.5,2910,7631,2,3,15
580000,4,2.5,2220,7064,2,3,33
1250000,5,3.25,3160,13238,2,5,49
275000,3,2,1380,4500,1,3,13
629000,3,2,1760,5000,1,5,101
395000,1,1,730,3000,1,3,110
965000,4,2.5,2460,5000,2,5,83
820000,3,1.75,2160,6272,1,4,61
661000,4,2.25,1990,4600,1.5,4,89
789000,3,3,3740,39640,2,3,30
668500,4,2.5,2710,5500,2,3,22
350000,3,2.5,2680,7836,2,3,31
250000,4,2,1850,7560,1,4,43
725995,4,2.5,3190,7869,2,3,20
1000000,3,2.5,2730,5832,2,3,23
686000,3,1.5,1840,9990,2,5,60
665000,4,2.5,2720,10000,2,3,34
1965221,4,3.5,4370,8510,2,3,18
653000,3,2.5,2290,3475,2,3,15
430000,2,1,990,4802,1,3,74
305000,2,1.5,1140,2980,2,3,33
809000,4,1.5,1840,4337,2,4,104
440150,2,1,1110,6800,1,5,74
615000,4,2.5,2150,9070,2,4,36
1035000,3,2.5,2230,5750,2,3,18
455000,2,1,1170,6000,1,4,80
635000,3,2.5,1960,7200,1,4,81
675000,3,2.25,2610,9002,2,3,33
316000,3,2.25,2130,8721,1,3,34
955000,3,2.25,3020,43560,2,3,52
985000,3,1.75,1670,5400,2,5,109
465500,3,1.75,1890,7004,1,3,56
305000,3,1,950,13475,1,3,71
645000,4,2.5,2430,14400,1,5,58
730000,4,2,2360,6000,1,5,82
366000,3,1.75,1510,8301,1,3,54
290000,3,2.5,2080,4828,2,3,19
472500,3,2,1750,15500,1,3,39
550000,3,2,1810,4064,1.5,3,96
410000,4,1.75,1790,11875,1,4,52
440000,4,2.75,2340,11034,1,3,54
535000,3,2.5,1690,9626,2,3,37
300000,4,2.5,2070,7476,2,3,18
432500,3,2.5,2240,6396,2,3,19
870000,4,3,4500,21780,2,3,41
492000,3,1.75,2770,39927,1,4,43
199950,3,1,1010,7245,1,3,52
439800,3,1.5,1120,6900,1,5,65
320000,5,2.5,3020,21441,1,4,43
687000,4,3.25,4400,186846,2,4,28
345000,3,1.75,1990,5650,1,3,58
274950,3,1,1450,8820,1,3,63
270000,4,2.5,1920,8497,2,3,23
342000,2,2.5,1175,1366,2,3,16
327000,3,1.5,1320,13200,1,3,51
610000,5,2.5,3990,3839,1,4,59
455000,2,1,1140,5720,1,3,74
540000,4,1.75,1720,4240,1.5,4,96
411000,4,2.75,2150,9915,1,5,45
544000,3,1.5,1790,8203,1.5,3,111
802000,2,2.5,2210,6327,1,3,18
568500,3,2.75,2180,7519,1,4,40
391000,3,2.25,1410,1290,2,3,17
298000,3,2.5,1950,3600,2,3,11
400000,3,2.5,1495,936,3,3,15
425000,3,2.25,1660,6000,1,3,42
328500,3,2.5,1950,8130,2,4,31
650000,5,2.75,2550,5040,1.5,5,119
850000,3,1.75,1370,3850,1,5,110
930000,4,2.5,2200,4000,2,5,113
530000,3,1.75,1250,6041,1.5,5,79
495000,4,2.25,2220,8872,1,4,60
500000,3,1.75,1620,4200,1,5,76
325000,3,1.75,2250,26337,1,3,41
365000,3,2.5,1720,99916,2,4,31
471000,4,2.5,3030,9687,2,3,23
223000,3,1,1030,9120,1,3,60
503000,3,2.5,2190,4882,2,3,22
230000,3,2,1440,5600,1,4,79
550000,4,2.5,2170,9600,1,3,41
1100000,4,3.75,2930,3200,1.5,5,96
193000,3,1.5,1180,9048,1,3,61
590000,4,4.25,2360,57514,2,4,82
712500,3,1.5,1660,8797,1,4,65
689800,3,2.75,2390,9313,1,5,79
430000,3,2,1360,5120,1.5,4,97
785200,3,2.25,1840,3500,1.5,5,111
474900,3,2.25,1800,43647,1,4,45
1070000,4,3.75,4130,12320,2,3,20
435000,3,1.75,2220,132858,1,3,33
941500,5,3.5,3490,9680,2,3,41
312000,4,2.5,1830,5175,2,3,18
835000,4,2.75,1550,4000,1.5,3,91
713250,3,2,2050,9000,1,4,70
440000,2,1,1230,6600,1,3,115
580135,4,2.5,3150,5886,2,3,7
575000,3,2.25,3800,33825,1,4,45
613000,3,2.5,1350,3068,2,3,30
235000,3,2,1530,8700,1,4,51
660000,3,2.5,2290,2798,3,4,68
280000,2,1.5,1480,15641,1,4,81
268000,3,1.75,1970,10270,1,4,55
235000,2,1,720,4840,1,4,74
390000,3,2,1080,7236,1,5,74
654950,4,2.5,2790,45902,2,3,34
449500,5,2.75,2040,7488,1,4,52
150000,3,1,1320,8220,1,3,62
440000,3,2.25,1680,57063,2,4,32
710000,3,2,2140,4923,1,4,93
420000,3,1.75,1660,9600,1,3,40
312000,3,2.25,1540,5338,1,5,67
320000,3,2,1880,10758,1,5,69
235000,3,1,1250,15603,1,4,62
437000,5,2,2120,137565,1.5,3,108
545000,3,1.75,1810,3000,1.5,4,118
640000,3,2.5,2370,11172,2,3,28
432000,3,2.5,1970,4036,2,4,18
548000,3,2.5,2110,4099,2,3,20
830000,3,3,2080,10521,1.5,3,17
875000,4,2.25,3720,12384,1,5,51
409950,2,1.75,1370,5125,1,5,77
695000,4,2.5,2961,12146,2,3,23
562100,3,2.25,2090,12112,2,3,38
475000,3,2.5,2600,7210,2,3,32
425000,3,2.25,1870,9000,1,3,43
600000,4,2.5,2620,9873,2,3,34
770000,3,2.5,2430,54059,2,3,34
239000,3,1.75,1340,16480,1,4,53
295000,2,1,1170,10621,1,3,58
560000,3,1.75,2000,10182,1,5,58
613000,5,2.5,2070,12000,1,4,54
960000,4,3,4590,9150,2,3,40
847000,5,1,2550,4623,2.5,4,116
206000,3,1,1060,9600,1,4,59
253000,2,1.75,1220,5000,1,5,100
430000,4,2.25,1790,7203,1,4,48
605000,3,2,2060,4040,1,4,74
425000,2,2.5,1140,1182,3,3,14
720000,4,2.5,2870,12648,2,4,35
375900,6,1.5,2550,33740,1,4,63
1298000,4,3.5,2790,10125,1.5,5,36
210000,3,1,1110,7962,1,3,59
234000,2,1,940,5375,1,4,69
285000,3,1.75,2880,18296,1,3,63
400000,3,1.5,1200,4800,1,4,59
718000,3,1,1030,4958,1,5,69
174500,2,2.5,1240,2689,2,3,35
222400,3,2,1200,9566,1,3,26
402500,3,3.25,2780,4002,2,3,12
250000,3,2.25,1765,7652,2,3,25
600000,4,2.5,1960,14242,1,4,63
930000,2,2.5,2680,11214,1,3,15
272500,3,2,1410,7622,1,4,38
363990,4,2.5,2240,3712,2,3,7
575000,4,2.75,3120,7644,2,3,11
400000,3,2.25,1450,4706,2,3,12
427874,3,3,2340,5002,2,3,8
309000,5,2.75,2481,4045,2,3,7
320000,3,3.25,1530,1602,2,3,8
390000,3,2.25,1250,7500,1,5,79
299000,1,0.75,560,12120,1,3,54
375000,4,1.75,2200,7475,1,5,66
240500,3,1.75,1460,10584,1,3,24
320000,3,1.5,1650,9380,1,5,43
1270000,5,2.5,3200,17204,1,3,69
658588,3,2.25,2560,41346,2,3,35
270000,3,2.25,2080,4252,1.5,3,18
327500,3,1,1070,7140,1,3,32
340000,3,1.75,2190,12626,2,4,43
200000,3,1.5,2060,15837,1.5,3,118
1025000,3,1.75,2640,8000,1,4,61
275000,3,2.5,1720,8755,1,3,38
1126000,5,3.5,3880,13885,2,4,42
280000,2,1,960,4920,1,3,79
485000,3,2.5,2340,59058,1,3,36
1901000,3,2.5,2660,13367,2,3,29
865000,3,1.75,2090,4725,2,3,74
532000,3,2.5,1820,4910,2,3,28
364950,4,2.5,2310,8030,2,3,43
212500,3,1,920,14400,1,4,44
135000,1,1,790,13062,1,3,79
437000,2,1.75,1500,6800,1,4,79
390000,3,1,1240,11108,1,4,69
760000,4,2.5,2730,36183,2,3,35
119500,3,1,1170,11000,1,2,41
2400000,5,3.25,3410,9088,2,3,109
837500,4,2.5,2700,9320,2,4,27
327500,4,1.75,1650,7800,1,3,53
175000,2,1,670,2378,1,3,102
289950,3,2,1670,7757,1,3,29
400000,3,1.75,1530,10731,1,3,35
219950,3,2.25,1500,7615,1,3,37
161700,4,1.75,1720,7200,1,3,47
500000,5,3,2920,11440,2,3,18
465000,3,1,910,4500,1,3,73
540000,3,1,1050,4160,1,4,96
525000,3,2,1540,7800,1,3,17
324950,3,1,1210,7440,1,3,72
565000,5,2.5,2650,11455,1,3,60
760500,3,2,1990,3990,1,5,109
1100000,5,2.75,2660,8737,1,5,52
603500,4,2.5,4060,9734,1,3,44
453500,5,2.5,2300,23345,1,5,54
583000,6,2.75,2630,16411,1,4,47
275000,2,1,770,8149,1,5,73
875000,4,2.75,3790,10669,2,3,22
335000,4,2.75,2540,7210,1,4,42
646000,4,2.25,2500,8500,1,4,43
392500,4,2.5,2150,7303,2,3,16
785000,3,1.75,1670,9600,1,5,60
470000,3,2,1800,12669,1,3,65
560000,3,2.5,2070,12708,2,3,25
519000,2,1,830,2820,1,4,101
746000,3,2.25,2370,9619,1,4,48
317000,3,1,1010,5400,1,3,62
371000,3,1.5,1420,4500,1,3,62
250000,4,2,2120,8701,1.5,4,61
532000,4,1.75,2020,7029,1,4,42
499950,3,2.5,1520,2208,2,3,14
375000,2,1,820,6250,1,4,99
640000,3,2.5,1690,1553,2.5,3,14
400000,3,2,2260,11305,1,3,35
572000,3,2.25,1830,7897,1,4,35
310000,3,2,1350,11150,1,3,26
989000,5,3.5,3280,4000,2,3,18
685000,4,2.5,2770,45514,2,4,32
907500,4,2.5,2770,8642,2,4,34
427500,4,2.5,2460,5091,2,3,18
860000,3,3.25,4720,32467,2,3,23
365000,2,1,1250,8100,1,4,74
250500,3,2,1710,7225,2,4,33
411715,3,1.75,1840,5101,1,5,69
415000,4,2.5,2000,5962,2,3,22
129000,1,1,650,15364,1,4,54
489000,3,1.5,1020,9072,1,3,91
170000,2,1,1500,18540,1,3,71
418500,3,2.5,2060,4399,2,3,14
261000,3,1.5,1810,29308,1,3,38
2005000,6,4.5,3810,28176,1,5,52
355000,2,1.75,1650,4000,1,4,74
742000,3,3.25,1540,704,3,3,10
399950,3,1.5,2080,5244,1,3,62
791000,3,2.25,2430,5500,2,3,32
190000,5,2,1750,10284,1,4,78
229500,3,1.75,1770,33224,1,4,53
539000,3,2.5,1710,2300,2,3,16
549000,4,2.25,2740,88426,2,3,30
545000,5,2.5,2730,17240,1,5,63
285000,3,2.5,2437,5136,2,3,10
648000,4,2.5,3290,6203,2,3,13
610000,4,3.5,2910,5260,2,3,9
767450,3,2,1630,7599,1,3,15
765000,4,3,4410,5104,2,3,15
586500,3,2.5,1780,1487,3,3,15
520000,3,3.25,1540,1487,2,3,10
455000,3,1.75,1420,1189,3,3,15
653000,3,2.5,2680,9750,1,4,42
279950,3,2,1750,9750,1,3,60
449950,3,2.5,2170,4912,2,3,18
565000,3,2.75,2390,9966,1,5,44
620000,4,2.25,2400,5350,1.5,4,92
269000,3,1,1690,4250,1,3,54
875000,3,3.5,3250,6000,2,3,20
630000,4,3.75,4610,40202,1,4,41
425000,4,2.75,2440,15349,2,4,64
647500,3,1.75,1290,3870,1,5,105
450000,4,1,2000,4676,1.5,3,105
440000,3,1,1050,7500,1,3,121
445000,4,2.5,2340,3784,2,3,13
530000,4,2.25,2210,7665,2,4,53
875000,5,2.5,2920,5568,2,3,115
685000,3,2.75,3150,219978,2,4,31
798000,3,3.5,3590,6402,2,3,22
297500,4,2.5,1910,5000,2,3,16
749950,4,2.75,3110,35235,2,4,38
495000,5,3,2440,4750,1,3,15
540000,4,2.25,1330,8400,1.5,3,59
395000,3,1.75,1460,22651,1,4,60
1300000,6,4.5,3902,3880,3,4,44
1075000,5,4.75,5180,17811,2,3,20
214100,2,2.5,1150,2064,2,3,17
210000,4,1.5,1920,10403,1,3,62
499500,3,2.5,2520,53143,1.5,3,33
546000,2,1,970,3400,1,3,97
292000,5,2.5,2490,7666,1,4,32
289000,3,2,1680,8424,1,3,28
240000,3,1,1150,4825,1,4,64
395000,4,3,1980,7931,1,4,38
795000,4,2.25,2070,13084,1,4,54
955000,4,4.25,5660,193593,2,3,20
725000,4,2.75,2420,10962,1,3,44
335000,4,2.5,2610,4781,2,3,12
492000,4,3.75,2810,10840,2,4,27
250000,3,2.5,1510,10384,1,2,45
700000,3,1.75,1910,4800,1,3,62
545000,3,1.75,1700,51649,1.5,5,90
555000,4,2.75,2020,10720,1,4,45
640000,3,1.75,2340,4206,1,5,104
390000,3,2,1463,868,3,3,18
466500,3,1,1430,3840,1,3,76
372500,3,1.5,1180,12324,1,3,40
1800000,5,4.5,4400,15580,2,3,18
255000,3,2.5,1610,6176,2,3,27
466800,3,2.5,1480,14250,2,3,25
749000,3,2.5,2670,10338,2,3,34
610000,4,1.75,1830,29110,2,3,31
356000,2,1,920,4095,1,4,107
165000,3,1,1150,19200,1,4,113
229000,2,1,1190,7408,1,3,80
530000,4,3.25,4160,35654,2,3,48
499950,3,2.5,2370,12753,2,3,20
619000,4,1.75,1660,3800,1.5,3,95
547000,3,2.5,1480,8381,1,4,53
359800,4,2.5,2390,6426,2,3,22
499000,3,3.5,1690,1432,2,3,13
189000,3,1,1010,7560,1,3,63
799000,4,3.5,3500,8547,2,3,27
257000,4,2.75,2330,7642,1,3,31
270000,3,1.5,1890,9450,1,3,64
453500,4,1.75,2000,6032,1,3,62
237000,3,1,1130,10650,1,3,67
456000,4,1.75,1670,9886,1,5,74
355500,3,2.5,2600,5540,2,3,17
299950,4,1.75,1560,31299,1,4,56
335000,3,2,1170,5360,1,3,102
268500,4,2.5,2100,4237,2,3,15
385000,3,2.25,1710,11500,1,3,43
376000,4,2.75,2420,5773,2,3,16
605004,4,2,1370,4000,2,3,70
886000,4,2,2660,3900,1.5,4,98
560000,4,2.5,2260,3713,2,3,18
343000,4,2.5,2070,4500,2,3,17
1415000,4,5.25,4670,43950,2,3,32
270000,3,1,1500,13500,1,4,53
411605,4,2.5,2658,3960,2,3,7
550000,4,2.5,2700,5150,2,3,14
465000,3,2.25,1530,1245,2,3,7
584000,3,2.5,1480,1485,2,3,14
275000,3,3,1390,1080,2,3,15
324500,3,2.5,1660,3990,2,3,12
700000,3,2.5,2050,4185,2,3,10
385200,4,1,1550,7740,1.5,3,67
270000,4,2.25,1900,8600,1,4,46
735000,4,2.5,2820,6180,2,3,8
389250,2,1.5,1490,4080,1,3,65
315000,3,1.5,1750,12500,1,3,67
545000,4,2.5,2040,6034,2,3,31
550000,3,1.5,1900,5000,1.5,3,95
415000,3,1.75,1910,12596,1,3,44
387500,3,1,1560,14333,1,4,68
432000,3,1.75,1470,6250,1,4,82
402000,3,2.5,2700,9994,1,4,62
1035000,4,3.25,3450,11240,2,4,61
294700,3,2,1970,9600,1,4,54
744000,3,2.5,2670,12187,2,3,35
715000,3,2.5,2550,13458,2,3,31
500000,4,1,1720,4011,1.5,4,117
1300000,4,4,4270,6002,2,3,17
1150000,3,1.5,2170,16600,1,3,42
